ID;token;entity_type
17988;عدد;O
17989;كبير;O
17990;اللغات;O
17991;الوطنيه;O
17992;الاخري;O
17993;الموقع;O
17994;تقع;O
17995;البرازيل;B-LOC
17996;شرق;O
17997;امريكا;B-LOC
17998;الجنوبيه;I-LOC
17999;بالنصف;O
18000;الغربي;O
18001;الكره;O
18002;الارضيه;O
18003;ويحدها;O
18004;العديد;O
18005;الدول;O
18006;والمسطحات;O
18007;المائيه;O
18008;وذلك;O
18009;تشترك;O
18010;حدوجها;O
18011;الشمال;O
18012;فنزويلا;B-LOC
18013;وغيانا;B-LOC
18014;الفرنسيه;I-LOC
18015;وغويانا;B-LOC
18016;وجمهوريه;B-LOC
18017;سورينام;I-LOC
18018;يحدها;O
18019;الشمال;O
18020;الغربي;O
18021;كولومبيا;B-LOC
18022;الجهه;O
18023;الجنوبيه;O
18024;الغربيه;O
18025;يحدها;O
18026;الباراغواي;B-LOC
18027;والارجنتين;B-LOC
18028;حدودها;O
18029;الساحليه;O
18030;فتلتقي;O
18031;المحيط;B-LF
18032;الاطلسي;I-LF
18033;الشرق;O
18034;الجدير;O
18035;بالذكر;O
18036;بالرغم;O
18037;مشاريع;O
18038;التطوير;O
18039;الاخيره;O
18040;دمرت;O
18041;الواجهه;O
18042;البحريه;O
18043;قليلا;O
18044;فلوريانوبوليس;O
18045;تمكنت;O
18046;اللاحتفاظ;O
18047;بالكثير;O
18048;سحرها;O
18049;فهي;O
18050;سبيل;O
18051;المثال;O
18052;تتميز;O
18053;بالسوق;O
18054;القديم;O
18055;بالاضافه;O
18056;اثنين;O
18057;واربعين;O
18058;شاطئا;O
18059;توفر;O
18060;مجموعه;O
18061;العديد;O
18062;المرافق;O
18063;والانشطه;O
18064;الرياضات;O
18065;المائيه;O
18066;والطيران;B-AC
18067;المظلي;I-AC
18068;والمشي;B-AC
18069;لمسافات;I-AC
18070;طويله;I-AC
18071;تتردد;O
18072;وضعها;O
18073;برنامجك;O
18074;السياحي;O
18075;لاستكشافها;O
18076;اهم;O
18077;معالم;O
18078;مدينه;O
18079;فلوريانوبوليس;B-LOC
18080;السياحيه;O
18081;شواطئ;B-LF
18082;فلوريانوبوليس;I-LF
18083;المركز;O
18084;التاريخي;O
18085;السوق;O
18086;العام;O
18087;جسر;O
18088;هيرسيليو;O
18089;لوز;O
18090;قلعه;O
18091;Santo;O
18092;Antônio;O
18093;de;O
18094;Ratones;O
18095;متاحف;O
18096;فلوريانوبوليس;O
18097;تم;O
18098;افتتاح;O
18099;مدينه;O
18100;برازيليا;B-LOC
18101;العاصمه;O
18102;البرازيليه;O
18103;عام;O
18104;1960;O
18105;بهدف;O
18106;المدينه;O
18107;المخطط;O
18108;بمثابه;O
18109;مستقبل;O
18110;البرازيل;B-LOC
18111;الحديثه;O
18112;وذلك;O
18113;الهندسه;O
18114;المعماريه;O
18115;الحديثه;O
18116;زيارتها;O
18117;ستجد;O
18118;مساحات;O
18119;خضراء;O
18120;كبيره;O
18121;وحدائق;O
18122;والكثير;O
18123;معالم;O
18124;المدينه;O
18125;الحديثه;O
18126;تم;O
18127;انشاؤه;O
18128;فتره;O
18129;زمنيه;O
18130;قصيره;O
18131;بشكل;O
18132;ملحوظ;O
18133;وتعتبر;O
18134;مدينه;O
18135;برازيليا;B-LOC
18136;مدينه;O
18137;فريده;O
18138;نوعها;O
18139;وتستحق;O
18140;الزياره;O
18141;فهي;O
18142;مدينه;O
18143;تتميز;O
18144;بالحياه;O
18145;الليليه;O
18146;النابضه;O
18147;بالحياه;O
18148;والمشهد;O
18149;الثقافي;O
18150;النابض;O
18151;بالحياه;O
18152;فهي;O
18153;تستحق;O
18154;الاستكشاف;O
18155;بالتاكيد;O
18156;يجعل;O
18157;السهل;O
18158;العثور;O
18159;المعالم;O
18160;المعماريه;O
18161;البارزه;O
18162;ومناطق;O
18163;الجذب;O
18164;السياحي;O
18165;الرئيسيه;O
18166;يوجد;O
18167;معظمها;O
18168;منطقه;O
18169;واحده;O
18170;كبيره;O
18171;بشكل;O
18172;منفصل;O
18173;نطاق;O
18174;واسع;O
18175;الاحياء;O
18176;التجاريه;O
18177;والسكنيه;O
18178;المحليه;O
18179;اهم;O
18180;معالم;O
18181;مدينه;O
18182;برازيليا;B-LOC
18183;السياحيه;O
18184;براكا;B-LOC
18185;دوس;I-LOC
18186;تراس;I-LOC
18187;بوديرز;I-LOC
18188;برج;O
18189;التلفزيون;O
18190;الكونجرس;O
18191;الوطني;O
18192;حديقه;O
18193;برازيليا;O
18194;الوطنيه;O
18195;بالاسيو;O
18196;دوس;O
18197;اركوس;O
18198;متحف;O
18199;السكان;O
18200;الاصلين;O
18201;كنيسه;O
18202;دوم;O
18203;بوسكو;O
18204;السياحه;O
18205;ساو;O
18206;باولوهذه;O
18207;المدينه;O
18208;الضخمه;O
18209;الاكبر;O
18210;البرازيل;B-LOC
18211;يعيش;O
18212;داخلها;O
18213;اكثر;O
18214;عشرين;O
18215;مليون;O
18216;شخص;O
18217;ورغم;O
18218;ازدحامها;O
18219;انها;O
18220;مدينه;O
18221;مبهجه;O
18222;لاستكشافها;O
18223;يحب;O
18224;الزوار;O
18225;استكشاف;O
18226;ارضها;O
18227;الواسعه;O
18228;مناطق;O
18229;الجذب;O
18230;السياحي;O
18231;المستوي;O
18232;العالمي;O
18233;تتمتع;O
18234;السياحه;O
18235;ساو;B-LOC
18236;باولو;B-LOC
18237;بالعديد;O
18238;المطاعم;O
18239;الراقيه;O
18240;ناهيك;O
18241;المواقع;O
18242;الثقافيه;O
18243;اكثر;O
18244;سبعين;O
18245;متحف;O
18246;بالاضافه;O
18247;مجموعه;O
18248;المسارح;O
18249;علاوه;O
18250;ساو;B-LOC
18251;باولو;I-LOC
18252;لديها;O
18253;غابه;B-LF
18254;خرسانيه;I-LF
18255;وجبال;B-LF
18256;وغابات;B-LF
18257;مطيره;I-LF
18258;قريبه;O
18259;توفر;O
18260;للسكان;O
18261;المحلين;O
18262;والسياح;O
18263;راحه;O
18264;حياه;O
18265;المدينه;O
18266;سريعه;O
18267;الخطي;O
18268;مدينه;O
18269;عالميه;O
18270;وبها;O
18271;تنوع;O
18272;ثقافي;O
18273;مزدهر;O
18274;يستحق;O
18275;تستكشفه;O
18276;اثناء;O
18277;السياحه;O
18278;البرازيل;B-LOC
18279;اهم;O
18280;المعالم;O
18281;السياحيه;O
18282;ساو;B-LOC
18283;باولو;I-LOC
18284;متحف;O
18285;بيناكوتيكا;O
18286;متحف;O
18287;ايبيرانجا;O
18288;المنزل;O
18289;الياباني;O
18290;مسرح;O
18291;مونيسيبال;O
18292;اوه;O
18293;دو;O
18294;بوروجودو;O
18295;حديقه;O
18296;ابيرابويرا;O
18297;لارجو;O
18298;دي;O
18299;ساو;O
18300;فرانسيسكو;O
18301;دير;O
18302;بينديكتين;O
18303;فيلا;O
18304;دو;O
18305;سامبا;O
18306;متحف;O
18307;كره;O
18308;القدم;O
18309;السياحه;O
18310;فوز;O
18311;دو;O
18312;ايغواسومدينه;O
18313;فوز;O
18314;دو;O
18315;ايغواسو;O
18316;واحده;O
18317;عجائب;O
18318;الدنيا;O
18319;الطبيعيه;O
18320;العالم;O
18321;مشهد;O
18322;شلالات;B-LF
18323;ايغوازو;I-LF
18324;المهيب;O
18325;يجعلك;O
18326;تلتقط;O
18327;انفاسك;O
18328;عامل;O
18329;الجذب;O
18330;الرئيسي;O
18331;فوز;B-LOC
18332;دو;I-LOC
18333;ايغواكو;I-LOC
18334;المدينه;O
18335;تستحق;O
18336;الزياره;O
18337;تقع;O
18338;الحدود;O
18339;الارجنتين;B-LOC
18340;ويجدر;O
18341;رؤيه;O
18342;سقوط;O
18343;المياه;O
18344;الجانبين;O
18345;للشلالات;O
18346;مشهد;O
18347;رائع;O
18348;يفتن;O
18349;بجماله;O
18350;الجانب;O
18351;البرازيلي;O
18352;ستجد;O
18353;مناظر;O
18354;بانوراميه;O
18355;للشلالات;B-LF
18356;العملاقه;O
18357;سميت;O
18358;مدينه;O
18359;فوز;B-LOC
18360;دو;I-LOC
18361;ايغواسو;I-LOC
18362;اسم;O
18363;مصب;O
18364;النهر;B-LOC
18365;تقع;O
18366;مكان;O
18367;مناسب;O
18368;استكشاف;B-AC
18369;الشلالات;I-AC
18370;والمعالم;I-AC
18371;الطبيعيه;I-AC
18372;الاخري;O
18373;المنطقه;O
18374;المجاوره;O
18375;التوجه;O
18376;الارجنتين;B-LOC
18377;تفوت;O
18378;استكشافه;O
18379;اهم;O
18380;معالم;O
18381;مدينه;O
18382;فوز;B-LOC
18383;دو;I-LOC
18384;ايغواسو;I-LOC
18385;السياحيه;O
18386;شلالات;B-LF
18387;اجوازو;I-LOC
18388;سد;O
18389;ايتايبو;O
18390;حديقه;O
18391;الطيور;O
18392;متحف;O
18393;Itaipu;O
18394;متحف;O
18395;الشمع;O
18396;دريم;O
18397;لاند;O
18398;محميه;O
18399;بيلا;B-LOC
18400;فيستا;I-LOC
18401;البيولوجيه;O
18402;المدينه;O
18403;المائيه;O
18404;Acquamania;O
18405;Foz;O
18406;بلو;B-LOC
18407;بارك;I-LOC
18408;فوز;I-LOC
18409;Blue;O
18410;Park;O
18411;Foz;O
18412;السياحه;O
18413;كوريتيبا;B-LOC
18414;مدينه;O
18415;كوريتيبا;B-LOC
18416;مثال;O
18417;رائع;O
18418;يحققه;O
18419;التخطيط;O
18420;الحضري;O
18421;الفعال;O
18422;وعلي;O
18423;الرغم;O
18424;انها;O
18425;افضل;O
18426;مدينه;O
18427;العالم;O
18428;انها;O
18429;مكان;O
18430;لطيف;O
18431;لقضاء;O
18432;الوقت;O
18433;اثناء;O
18434;السياحه;O
18435;البرازيل;B-LOC
18436;وذلك;O
18437;الحدائق;O
18438;النباتيه;O
18439;الجميله;O
18440;تعتبر;O
18441;ابرز;O
18442;المعالم;O
18443;التخطيط;O
18444;الحضري;O
18445;مدينه;O
18446;كوريتيبا;B-LOC
18447;مدينه;O
18448;خضراء;O
18449;مورقه;O
18450;الرغم;O
18451;عدم;O
18452;وجود;O
18453;العديد;O
18454;المواقع;O
18455;السياحيه;O
18456;المبهره;O
18457;فان;O
18458;كنت;O
18459;مازلت;O
18460;تخطط;O
18461;لبرنامجك;O
18462;السياحي;O
18463;البرايل;B-LOC
18464;نقترح;O
18465;ادراجها;O
18466;برنامجك;O
18467;واستكشافها;O
18468;بنفسك;O
18469;اهم;O
18470;معالم;O
18471;كوريتيبا;B-LOC
18472;السياحيه;O
18473;مسرح;O
18474;جويرا;O
18475;قاعه;O
18476;المدينه;O
18477;القديمه;O
18478;لارجو;B-LOC
18479;فير;I-LOC
18480;برج;O
18481;مرحبا;O
18482;البانورامي;O
18483;متحف;O
18484;الفن;O
18485;UFPR;O
18486;الجامعه;O
18487;الاتحاديه;O
18488;بارانا;O
18489;الحديقه;O
18490;النباتيه;O
18491;لارجو;O
18492;دا;O
18493;اورديم;O
18494;متحف;O
18495;اوسكار;O
18496;نيماير;O
18497;السياحه;O
18498;ماناوسقع;O
18499;ماناوس;O
18500;قلب;O
18501;الغابات;B-LF
18502;المطيره;I-LF
18503;يجعلها;O
18504;الوجهه;O
18505;السياحيه;O
18506;المثاليه;O
18507;للمغامرين;O
18508;يتطلعون;O
18509;استكشاف;O
18510;منطقه;O
18511;الامازون;B-LF
18512;والغابات;I-LF
18513;المطيره;I-LF
18514;تشتهر;O
18515;ماناوس;B-LOC
18516;بوقوعها;O
18517;التقاء;O
18518;نهر;B-LF
18519;ريو;I-LF
18520;نيغرو;I-LF
18521;ريو;I-LF
18522;سوليمويس;I-LF
18523;وتتميز;O
18524;بمبانيها;O
18525;العامه;O
18526;الكبري;O
18527;وبكونها;O
18528;منطقه;O
18529;التجاره;O
18530;الحره;O
18531;البرازيل;B-LOC
18532;فهي;O
18533;تجذب;O
18534;كثير;O
18535;السائحين;O
18536;للتسوق;O
18537;اسواقها;O
18538;الغنيه;O
18539;ومعالمها;O
18540;الطبيعيه;O
18541;ومبانيها;O
18542;الاستعماريه;O
18543;ومجموعه;O
18544;منالانشطه;O
18545;المتنوعه;O
18546;الاخري;O
18547;وبالرغم;O
18548;السياحه;O
18549;مدينه;O
18550;معتمده;O
18551;بشكل;O
18552;اساسي;O
18553;عوامل;O
18554;الجذب;O
18555;الطبيعيه;O
18556;تتميز;O
18557;ماناوس;B-LOC
18558;مدينه;O
18559;كبيره;O
18560;وبها;O
18561;بضعه;O
18562;اماكن;O
18563;تستحق;O
18564;الزياره;O
18565;يمكنك;O
18566;الاستمتاع;O
18567;بمشاهده;O
18568;احد;O
18569;اجمل;O
18570;الظواهر;O
18571;الطبيعيه;O
18572;العجيبه;O
18573;ماناوس;B-LOC
18574;ظاهره;O
18575;التقاء;O
18576;مياه;O
18577;نهر;B-LF
18578;نيجرو;I-LF
18579;نهر;B-LF
18580;الامازون;I-LF
18581;وذلك;O
18582;يلتقي;O
18583;مجري;O
18584;مياه;O
18585;النهرين;O
18586;رغم;O
18587;بعدهما;O
18588;عشرات;O
18589;الاميال;O
18590;بعضهما;O
18591;وذلك;O
18592;يختلطا;O
18593;اهم;O
18594;معالم;O
18595;ماناوس;O
18596;السياحيه;O
18597;حديقه;O
18598;اكولوجيكو;O
18599;جانواري;O
18600;متحف;O
18601;رجل;O
18602;الشمال;O
18603;متحف;O
18604;الهند;O
18605;مسرح;O
18606;الامازون;O
18607;قصر;O
18608;ريو;O
18609;نيغرو;O
18610;انكونترو;O
18611;داس;O
18612;اغواس;O
18613;جزر;B-LF
18614;انافيلهاناس;I-LF
18615;سوق;O
18616;ميركادو;O
18617;ادولفو;O
18618;لشبونه;O
18619;دار;O
18620;الاوبرا;O
18621;السياحه;O
18622;فورتاليزا;O
18623;تقع;O
18624;مدينه;O
18625;فورتاليزا;B-LOC
18626;الساحل;B-LF
18627;الشمالي;B-LF
18628;الشرقي;O
18629;للبرازيل;B-LOC
18630;مدينه;O
18631;نابضه;O
18632;بالحياه;O
18633;وبها;O
18634;عدد;O
18635;كبير;O
18636;الشواطئ;B-LF
18637;تستحق;O
18638;الزياره;O
18639;وباعتبارها;O
18640;واحده;O
18641;اكبر;O
18642;مدن;O
18643;السياحه;O
18644;البرازيل;B-LOC
18645;فهي;O
18646;تتميز;O
18647;بالحياه;O
18648;النابضه;O
18649;يتوجه;O
18650;العديد;O
18651;السياح;O
18652;للاحتفال;O
18653;والاستمتاع;B-AC
18654;بالشواطئ;I-AC
18655;المدينه;O
18656;حولها;O
18657;تشتهر;O
18658;مدينه;O
18659;فورتاليزا;B-LOC
18660;جميع;O
18661;انحاء;O
18662;البلاد;O
18663;كونها;O
18664;موطن;O
18665;لموسيقي;O
18666;الفلورو;O
18667;والمؤلف;O
18668;المؤثر;O
18669;خوسيه;O
18670;دي;O
18671;السينكار;O
18672;يوجد;O
18673;العديد;O
18674;مناطق;O
18675;الجذب;O
18676;السياحي;O
18677;حد;O
18678;ذاتها;O
18679;جمال;O
18680;شواطئها;O
18681;وجوها;O
18682;المرح;O
18683;يعوض;O
18684;اهم;O
18685;معالم;O
18686;مدينه;O
18687;فورتاليزا;B-LOC
18688;السياحيه;O
18689;بيتش;O
18690;بارك;O
18691;شاطئ;O
18692;المستقبل;O
18693;شاطئ;B-LF
18694;ايراسيما;I-LF
18695;حديقه;O
18696;ولايه;O
18697;كوكو;O
18698;قلعه;O
18699;السوق;O
18700;المركزي;O
18701;شاطئ;B-LF
18702;موكوربي;I-LF
18703;شاطئ;B-LF
18704;سابياغوابا;I-LF
18705;متحف;O
18706;التصوير;O
18707;الفوتوغرافي;O
18708;جسر;O
18709;البريطانين;O
18710;تقود;O
18711;دراجه;O
18712;ناريه;O
18713;المدن;O
18714;حركه;O
18715;المرور;O
18716;الكثيفه;O
18717;مدن;O
18718;البرازيل;B-LOC
18719;الكبري;O
18720;يبدو;O
18721;استخدام;O
18722;دراجه;O
18723;ناريه;O
18724;امر;O
18725;موفر;O
18726;للوقت;O
18727;ياتي;O
18728;مخاطر;O
18729;عاليه;O
18730;ففي;O
18731;المتوسط;O
18732;يقرب;O
18733;ثلاثه;O
18734;اشخاص;O
18735;يموتون;O
18736;يوميا;O
18737;حوادث;O
18738;الدراجات;O
18739;الناريه;O
18740;مدينه;O
18741;ساو;B-LOC
18742;باولو;I-LOC
18743;بالنسبه;O
18744;لاولئك;O
18745;يعرفون;O
18746;الطرق;O
18747;معتادين;O
18748;القياده;O
18749;البرازيل;B-LOC
18750;الخطر;O
18751;اعلي;O
18752;الافضل;O
18753;تضيع;O
18754;الوقت;O
18755;استخدام;O
18756;وسائل;O
18757;النقل;O
18758;العام;O
18759;اثناء;O
18760;السياحه;O
18761;البرازيل;B-LOC
18762;المخاطره;O
18763;بحياتك;O
18764;السياحه;O
18765;بيليم;O
18766;تعتبر;O
18767;مدينه;O
18768;بيليم;O
18769;افضل;O
18770;مدينه;O
18771;للزياره;O
18772;الامازون;B-LOC
18773;يزداد;O
18774;عدد;O
18775;السائحين;O
18776;بيليم;O
18777;مدينه;O
18778;ماناوس;B-LOC
18779;بيلي;O
18780;لديها;O
18781;مركز;O
18782;جميل;O
18783;وبعض;O
18784;الهندسه;O
18785;المعماريه;O
18786;الرائعه;O
18787;تتميز;O
18788;بماكولاتها;O
18789;اللذيذه;O
18790;تقع;O
18791;مدينه;O
18792;بيليم;B-LOC
18793;حافه;B-LF
18794;خليج;I-LF
18795;غواجارا;I-LF
18796;بالقرب;O
18797;مصب;B-LF
18798;الامازون;I-LF
18799;يمكنك;O
18800;القيام;B-AC
18801;برحلات;I-AC
18802;اماكن;O
18803;اخري;O
18804;طول;O
18805;الساحل;B-LF
18806;التوجه;O
18807;طول;O
18808;نهر;B-LF
18809;الامازون;I-LF
18810;نفسه;O
18811;والاستمتاع;B-AC
18812;باروع;I-AC
18813;الاطلالات;I-AC
18814;البانوراميههي;I-AC
18815;منطقه;O
18816;سكنيه;O
18817;تنعم;O
18818;بالحدائق;O
18819;الرائعه;O
18820;الوصول;O
18821;بسهوله;O
18822;المدينه;O
18823;بالقطار;O
18824;الترام;O
18825;يوفر;O
18826;المخطط;O
18827;الواسع;O
18828;يحيط;O
18829;بالنهر;B-LF
18830;نزهه;O
18831;رائعه;O
18832;شاطئ;B-LF
18833;البحر;I-LF
18834;بالاضافه;O
18835;مقاهي;O
18836;ومطاعم;O
18837;ممتازه;O
18838;طول;O
18839;الطريق;O
18840;علاوه;O
18841;يوجد;O
18842;مجموعه;O
18843;المتاحف;O
18844;الرائعه;O
18845;ومركز;O
18846;ثقافي;O
18847;عالمي;O
18848;اهم;O
18849;معالم;O
18850;بيليم;B-LOC
18851;السياحيه;O
18852;زوبوتا;B-LOC
18853;بارك;I-LOC
18854;غابه;B-LF
18855;رودريغيس;I-LF
18856;الفيس;O
18857;حصن;O
18858;المراكب;O
18859;مسرح;O
18860;السلام;O
18861;بيت;O
18862;الالفي;O
18863;نافذه;O
18864;متحف;O
18865;Círio;O
18866;متحف;O
18867;الفن;O
18868;المقدس;O
18869;قصر;O
18870;انطونيو;O
18871;ليموس;O
18872;وماب;O
18873;متحف;O
18874;ولايه;O
18875;بارا;O
18876;سوق;O
18877;Ver;O
18878;o;O
18879;Peso;O
18880;محطه;O
18881;دوكس;O
18882;استخدام;O
18883;طارد;O
18884;للبعوض;O
18885;وذلك;O
18886;يتفشي;O
18887;البعوض;O
18888;مناطق;O
18889;البرازيل;B-LOC
18890;ويحمل;O
18891;بعضها;O
18892;هدايا;O
18893;مرغوب;O
18894;حمي;O
18895;الضنك;O
18896;وزيكا;O
18897;وشيكونغونيا;O
18898;والاخير;O
18899;الوباء;O
18900;ريو;O
18901;دي;O
18902;جانيرو;O
18903;ويمكن;O
18904;اثار;O
18905;الفيروسات;O
18906;مدمره;O
18907;العيوب;O
18908;الخلقيه;O
18909;الخطيره;O
18910;وقدتصل;O
18911;الموت;O
18912;بالنسبه;O
18913;لاصحاب;O
18914;المناعه;O
18915;الضعيفه;O
18916;ولتجنب;O
18917;الدراما;O
18918;ننصحك;O
18919;باستخدام;O
18920;طارد;O
18921;البعوض;O
18922;الذهاب;O
18923;النوم;O
18924;السياحه;O
18925;كامبو;B-LOC
18926;غرانديكامبو;I-LOC
18927;غراندي;I-LOC
18928;مدينه;O
18929;طابع;O
18930;خاص;O
18931;فثروه;O
18932;المدينه;O
18933;الريفيه;O
18934;مستمده;O
18935;الماشيه;O
18936;والزراعه;O
18937;الارض;O
18938;البنيه;O
18939;بنيت;O
18940;اكسبتها;O
18941;لقب;O
18942;المدينه;O
18943;السمراء;O
18944;بمثابه;O
18945;محطه;O
18946;هامه;O
18947;الطريق;O
18948;التجاري;O
18949;الارجنتين;B-LOC
18950;وبوليفيا;I-LOC
18951;وباراغواي;I-LOC
18952;وجنوب;O
18953;البرازيل;B-LOC
18954;يمكنك;O
18955;اثناء;O
18956;السياحه;O
18957;كامبو;B-LOC
18958;غراندي;I-LOC
18959;القيام;O
18960;بالعديد;O
18961;الانشطه;O
18962;السياحيه;O
18963;فعلي;O
18964;سبيل;O
18965;المثال;O
18966;يمكنك;O
18967;القيام;O
18968;برحله;O
18969;متن;O
18970;قارب;O
18971;لاكتشاف;B-AC
18972;الطيور;I-AC
18973;والتماسيح;I-AC
18974;رحله;O
18975;ظهور;O
18976;الخيل;O
18977;خلال;O
18978;الحقول;O
18979;اكتشاف;B-AC
18980;الطيور;I-AC
18981;سيرا;O
18982;الاقدام;O
18983;سياره;O
18984;مفتوحه;O
18985;علاوه;O
18986;يمكنك;O
18987;القيام;O
18988;برحله;O
18989;مسائيه;O
18990;لرؤيه;O
18991;الحيوانات;O
18992;الليليه;O
18993;توفر;O
18994;النزل;O
18995;رحلات;B-AC
18996;الزوارق;I-AC
18997;رحلات;B-AC
18998;صيد;I-AC
18999;الاسماك;I-AC
19000;الرحلات;B-AC
19001;المتخصصه;I-AC
19002;لمشاهده;I-AC
19003;الطيور;I-AC
19004;فهي;O
19005;مدن;O
19006;السياحه;O
19007;البرازيل;B-LOC
19008;نقترح;O
19009;استكشافها;O
19010;اهم;O
19011;معالم;O
19012;مدينه;O
19013;كامبو;B-LOC
19014;غراندي;I-LOC
19015;السياحيه;O
19016;حديقه;O
19017;هورتو;O
19018;فلورستال;O
19019;كنيسه;O
19020;سان;O
19021;خوسيه;O
19022;النصب;O
19023;التذكاري;O
19024;للهجره;O
19025;اليابانيه;O
19026;متحف;O
19027;دوم;O
19028;بوسكو;O
19029;حديقه;O
19030;الامم;O
19031;الاصليه;O
19032;متحف;O
19033;الثقافات;O
19034;بوسكو;O
19035;بحيره;B-LF
19036;سيدني;I-LF
19037;بابتيستا;I-LF
19038;دا;I-LF
19039;سيلفا;I-LF
19040;(;O
19041;بحيره;B-LF
19042;الحب;I-LF
19043;);O
19044;فيتينهو;O
19045;بارك;O
19046;نصائح;O
19047;السفر;O
19048;والسياحه;O
19049;البرازيل;B-LOC
19050;البرازيل;B-LOC
19051;واحده;O
19052;اكثر;O
19053;البلدان;O
19054;السياحيه;O
19055;شعبيه;O
19056;عجائبها;O
19057;الطبيعيه;O
19058;وبالرغم;O
19059;شعبيه;O
19060;البرازيل;B-LOC
19061;سياحيا;O
19062;يجب;O
19063;توخي;O
19064;الحذر;O
19065;المحتمل;O
19066;محاطا;O
19067;بمستويات;O
19068;عاليه;O
19069;الاخطار;O
19070;لتجنب;O
19071;ولقضاء;O
19072;عطلتك;O
19073;بامان;O
19074;اليك;O
19075;نصائح;O
19076;هامه;O
19077;لضمان;O
19078;حصولك;O
19079;رحله;O
19080;ممتعه;O
19081;واكثر;O
19082;امانا;O
19083;البرازيل;B-LOC
19084;استخدام;O
19085;دليل;O
19086;المناطق;O
19087;النائيه;O
19088;اماكن;O
19089;بانتانال;O
19090;والغابات;B-LF
19091;المطيره;I-LF
19092;الامازون;B-LF
19093;اروع;O
19094;الاماكن;O
19095;الطبيعيه;O
19096;البرازيل;B-LF
19097;مجموعه;O
19098;عاديه;O
19099;الحياه;O
19100;البريه;O
19101;النادره;O
19102;والرائعه;O
19103;انها;O
19104;موطن;O
19105;للحيوانات;O
19106;يحتمل;O
19107;خطره;O
19108;الفهود;O
19109;والاناكوندا;O
19110;والتماسيح;O
19111;والعناكب;O
19112;السامه;O
19113;والطفيليات;O
19114;تذكر;O
19115;دائما;O
19116;انك;O
19117;ضيف;O
19118;المناطق;O
19119;والبقاء;O
19120;قيد;O
19121;الحياه;O
19122;والموت;O
19123;يصبح;O
19124;قضيه;O
19125;حقيقيه;O
19126;كنت;O
19127;تتخذ;O
19128;بجديه;O
19129;تدابير;O
19130;معقوله;O
19131;ننصحك;O
19132;تذهب;O
19133;دليل;O
19134;الرحالات;O
19135;بانتانال;O
19136;غابات;B-LF
19137;الامازون;I-LF
19138;المطيره;I-LF
19139;للحصول;O
19140;اقصي;O
19141;استفاده;O
19142;رحلتك;O
19143;وتجنب;O
19144;اخطار;O
19145;تحاول;O
19146;بطل;O
19147;واجهت;O
19148;انت;O
19149;اصدقائك;O
19150;وضع;O
19151;سار;O
19152;كالسرقه;O
19153;تحاول;O
19154;التفاوض;O
19155;التمسك;O
19156;باشيائك;O
19157;المقاومه;O
19158;سلم;O
19159;ممتلكاتك;O
19160;مشاكل;O
19161;فالقتال;O
19162;يخاطر;O
19163;بحياتك;O
19164;وذلك;O
19165;لان;O
19166;العديد;O
19167;اللصوص;O
19168;يشعرون;O
19169;لديهم;O
19170;يخسرونه;O
19171;يخشون;O
19172;الذهاب;O
19173;السجن;O
19174;حتي;O
19175;يحمل;O
19176;بندقيه;O
19177;سكين;O
19178;فافترض;O
19179;مخفيا;O
19180;وانظر;O
19181;انها;O
19182;قصه;O
19183;سفر;O
19184;مثيره;O
19185;لترويها;O
19186;عودتك;O
19187;!;O
19188;القياده;O
19189;عبر;O
19190;اشارات;O
19191;المرور;O
19192;الحمراء;O
19193;عكس;O
19194;تعلمه;O
19195;الجميع;O
19196;مدرسه;O
19197;القياده;O
19198;فعاده;O
19199;المقبول;O
19200;القياده;O
19201;عبر;O
19202;اشارات;O
19203;المرور;O
19204;الحمراء;O
19205;وقت;O
19206;متاخر;O
19207;الليل;O
19208;المدن;O
19209;الكبري;O
19210;شريطه;O
19211;عدم;O
19212;وجود;O
19213;حركه;O
19214;مرور;O
19215;اخري;O
19216;والمنطق;O
19217;الكامن;O
19218;وراء;O
19219;التوقف;O
19220;اشارات;O
19221;المرور;O
19222;شارع;O
19223;فارغ;O
19224;يتركك;O
19225;خطر;O
19226;التعرض;O
19227;للسرقه;O
19228;تهديد;O
19229;السلاح;O
19230;سيارتك;O
19231;يمكنك;O
19232;القياده;O
19233;خلال;O
19234;الاضواء;O
19235;الحمراء;O
19236;كاجراء;O
19237;وقائي;O
19238;لتجنب;O
19239;الاحتمال;O
19240;السياحه;O
19241;البرازيل;B-LOC
19242;واهم;O
19243;المدن;O
19244;السياحيه;O
19245;برازيليارازيليا;B-LOC
19246;عاصمه;O
19247;البرازيل;B-LOC
19248;المتالقه;O
19249;المصممه;O
19250;شكل;O
19251;طائره;O
19252;تعرف;O
19253;بحيويتها;O
19254;خلف;O
19255;واجهتها;O
19256;المستقبليه;O
19257;العصريه;O
19258;فهي;O
19259;تحولت;O
19260;خمس;O
19261;سنوات;O
19262;صحراء;O
19263;قاحله;O
19264;لاحدي;O
19265;اهم;O
19266;واجمل;O
19267;مدن;O
19268;العالم;O
19269;وياتي;O
19270;للمدينه;O
19271;ملاين;O
19272;السياح;O
19273;سنويا;O
19274;لرؤيه;O
19275;تحف;O
19276;المدينه;O
19277;المعماريه;O
19278;ساحه;O
19279;القوات;O
19280;الثلاثه;O
19281;والحديقه;O
19282;الوطنيه;O
19283;ومتحف;O
19284;برازيليا;B-LOC
19285;الوطني;O
19286;والكاتدرائيات;O
19287;الرائعه;O
